level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder,mnemonic_source_url
18,interloper,n,someone who intrudes on the privacy or property of another without permission,"intruder, interloper, trespasser","intruder, foreigner, trespasser, foreigner, alien",Think of 'interloper' as 'int' to help remember it means someone who intrudes on the privacy or property of another without permission.,The word 'interloper' is a thing: it means someone who intrudes on the privacy or property of another without permission.,"Yesterday, I had to ___ when I someone who intrudes on the privacy or property of another without permission. Choices: [interloper, play, jump].",
18,intone,v,utter monotonously and repetitively and rhythmically,"tone, chant, intone","sing, draw out, purr, speak, carry tune, say words",Think of 'intone' as 'int' to help remember it means utter monotonously and repetitively and rhythmically.,We can 'intone' when we utter monotonously and repetitively and rhythmically.,"Yesterday, I had to ___ when I utter monotonously and repetitively and rhythmically. Choices: [intone, play, jump].",
18,invective,n,abusive or venomous language used to express blame or censure or bitter deep-seated ill will,"vituperation, invective, vitriol","abuse, belittlement, mean, bad language, criticism, abuse",Think of 'invective' as 'inv' to help remember it means abusive or venomous language used to express blame or censure or bitter deep-seated ill will.,The word 'invective' is a thing: it means abusive or venomous language used to express blame or censure or bitter deep-seated ill will.,"Yesterday, I had to ___ when I abusive or venomous language used to express blame or censure or bitter deep-seated ill will. Choices: [invective, play, jump].",
18,inviolable,adj,incapable of being transgressed or dishonored,inviolable,"sanctified, holy, dense, absolute, indestructible, protected",Think of 'inviolable' as 'inv' to help remember it means incapable of being transgressed or dishonored.,My toy is very 'inviolable' because it is incapable of being transgressed or dishonored.,"Yesterday, I had to ___ when I incapable of being transgressed or dishonored. Choices: [inviolable, play, jump].",
18,irrepressible,adj,impossible to repress or control,"irrepressible, uncontrollable","effervescent, enthusiastic, enthusiastic, pliant, upset, temperamental",Think of 'irrepressible' as 'irr' to help remember it means impossible to repress or control.,My toy is very 'irrepressible' because it is impossible to repress or control.,"Yesterday, I had to ___ when I impossible to repress or control. Choices: [irrepressible, play, jump].",
18,jaunty,adj,marked by up-to-dateness in dress and manners,"dapper, dashing, jaunty, natty, raffish, rakish, spiffy, snappy, spruce","lively, buoyant, happy, light-hearted, happy, lighthearted",Think of 'jaunty' as 'jau' to help remember it means marked by up-to-dateness in dress and manners.,My toy is very 'jaunty' because it is marked by up-to-dateness in dress and manners.,"Yesterday, I had to ___ when I marked by up-to-dateness in dress and manners. Choices: [jaunty, play, jump].",
18,jubilant,adj,joyful and proud especially because of triumph or success,"exultant, exulting, jubilant, prideful, rejoicing, triumphal, triumphant","happy, happy, very happy, be joyful, very happy, celebratory",Think of 'jubilant' as 'jub' to help remember it means joyful and proud especially because of triumph or success.,My toy is very 'jubilant' because it is joyful and proud especially because of triumph or success.,"Yesterday, I had to ___ when I joyful and proud especially because of triumph or success. Choices: [jubilant, play, jump].",
18,jubilation,n,a feeling of extreme joy,"exultation, jubilance, jubilancy, jubilation","approval, commemoration, happiness, happiness, joy, celebration",Think of 'jubilation' as 'jub' to help remember it means a feeling of extreme joy.,The word 'jubilation' is a thing: it means a feeling of extreme joy.,"Yesterday, I had to ___ when I a feeling of extreme joy. Choices: [jubilation, play, jump].",
18,labyrinthine,adj,relating to or affecting or originating in the inner ear,labyrinthine,"mazelike, indirect, intricate, perplexing, complex, complicated",Think of 'labyrinthine' as 'lab' to help remember it means relating to or affecting or originating in the inner ear.,My toy is very 'labyrinthine' because it is relating to or affecting or originating in the inner ear.,"Yesterday, I had to ___ when I relating to or affecting or originating in the inner ear. Choices: [labyrinthine, play, jump].",
18,laconic,adj,brief and to the point; effectively cut short,"crisp, curt, laconic, terse","short, abrupt, short, brief, abridged, short",Think of 'laconic' as 'lac' to help remember it means brief and to the point; effectively cut short.,My toy is very 'laconic' because it is brief and to the point; effectively cut short.,"Yesterday, I had to ___ when I brief and to the point; effectively cut short. Choices: [laconic, play, jump].",
18,laggard,n,someone who takes more time than necessary; someone who lags behind,"dawdler, drone, laggard, lagger, trailer, poke","straggler, late, procrastinating, lazy person, inactive, casual",Think of 'laggard' as 'lag' to help remember it means someone who takes more time than necessary; someone who lags behind.,The word 'laggard' is a thing: it means someone who takes more time than necessary; someone who lags behind.,"Yesterday, I had to ___ when I someone who takes more time than necessary; someone who lags behind. Choices: [laggard, play, jump].",
18,lamentable,adj,bad; unfortunate,"deplorable, distressing, lamentable, pitiful, sad, sorry","miserable, disastrous, unfortunate, terrible, depressing, miserable",Think of 'lamentable' as 'lam' to help remember it means bad; unfortunate.,My toy is very 'lamentable' because it is bad; unfortunate.,"Yesterday, I had to ___ when I bad; unfortunate. Choices: [lamentable, play, jump].",
18,languid,adj,lacking spirit or liveliness,"dreamy, lackadaisical, languid, languorous","dull, disinterested, unfeeling, limp, sleepy, placid",Think of 'languid' as 'lan' to help remember it means lacking spirit or liveliness.,My toy is very 'languid' because it is lacking spirit or liveliness.,"Yesterday, I had to ___ when I lacking spirit or liveliness. Choices: [languid, play, jump].",
18,largess,n,a gift or money given (as for service or out of benevolence); usually given ostentatiously,"largess, largesse","generosity, advantage, bonus, gift, gift, approval",Think of 'largess' as 'lar' to help remember it means a gift or money given (as for service or out of benevolence); usually given ostentatiously.,The word 'largess' is a thing: it means a gift or money given (as for service or out of benevolence); usually given ostentatiously.,"Yesterday, I had to ___ when I a gift or money given (as for service or out of benevolence); usually given ostentatiously. Choices: [largess, play, jump].",
18,largess,,Synonyms:,"More Synonyms: generosity, advantage, bonus, gift, gift, approval","generosity, advantage, bonus, gift, gift, approval",Think of 'largess' as 'lar' to help remember it means Synonyms:.,I will use the word 'largess' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [largess, play, jump].",
18,leery,adj,openly distrustful and unwilling to confide,"leery, mistrustful, suspicious, untrusting, wary","suspicious, tricky, cautious, careful, careful, suspicious",Think of 'leery' as 'lee' to help remember it means openly distrustful and unwilling to confide.,My toy is very 'leery' because it is openly distrustful and unwilling to confide.,"Yesterday, I had to ___ when I openly distrustful and unwilling to confide. Choices: [leery, play, jump].",
18,leniency,n,mercifulness as a consequence of being lenient or tolerant,"lenience, leniency, mildness, lenity","forgiveness, forgiveness, gratification, kindness, endurance, forgiveness",Think of 'leniency' as 'len' to help remember it means mercifulness as a consequence of being lenient or tolerant.,The word 'leniency' is a thing: it means mercifulness as a consequence of being lenient or tolerant.,"Yesterday, I had to ___ when I mercifulness as a consequence of being lenient or tolerant. Choices: [leniency, play, jump].",
18,lethargic,adj,deficient in alertness or activity,"lethargic, unenrgetic","lazy, unconscious, stupid, stupid, sleeping, sleepy",Think of 'lethargic' as 'let' to help remember it means deficient in alertness or activity.,My toy is very 'lethargic' because it is deficient in alertness or activity.,"Yesterday, I had to ___ when I deficient in alertness or activity. Choices: [lethargic, play, jump].",
18,levity,n,feeling an inappropriate lack of seriousness,levity,,Think of 'levity' as 'lev' to help remember it means feeling an inappropriate lack of seriousness.,The word 'levity' is a thing: it means feeling an inappropriate lack of seriousness.,"Yesterday, I had to ___ when I feeling an inappropriate lack of seriousness. Choices: [levity, play, jump].",
18,licentious,adj,lacking moral discipline; especially sexually unrestrained,licentious,"immoral, bad, vulgar, erotic, corrupted, immoral",Think of 'licentious' as 'lic' to help remember it means lacking moral discipline; especially sexually unrestrained.,My toy is very 'licentious' because it is lacking moral discipline; especially sexually unrestrained.,"Yesterday, I had to ___ when I lacking moral discipline; especially sexually unrestrained. Choices: [licentious, play, jump].",
18,limber,v,attach the limber,"limber, limber up","flexible, nimble, pliant, train, bendable, charming",Think of 'limber' as 'lim' to help remember it means attach the limber.,We can 'limber' when we attach the limber.,"Yesterday, I had to ___ when I attach the limber. Choices: [limber, play, jump].",
18,lithe,adj,moving and bending with ease,"lissome, lissom, lithe, lithesome, slender, supple, svelte, sylphlike","flexible, nimble, pliant, bendable, charming, unheavy",Think of 'lithe' as 'lit' to help remember it means moving and bending with ease.,My toy is very 'lithe' because it is moving and bending with ease.,"Yesterday, I had to ___ when I moving and bending with ease. Choices: [lithe, play, jump].",
18,litigious,adj,of or relating to litigation,litigious,"quarrelsome, quarrelsome, at issue, argumentative, conflicting, disagreeable",Think of 'litigious' as 'lit' to help remember it means of or relating to litigation.,My toy is very 'litigious' because it is of or relating to litigation.,"Yesterday, I had to ___ when I of or relating to litigation. Choices: [litigious, play, jump].",
18,loll,v,hang loosely or laxly,"droop, loll","sprawl, sun, delay, hang down, suspend, be flat",Think of 'loll' as 'lol' to help remember it means hang loosely or laxly.,We can 'loll' when we hang loosely or laxly.,"Yesterday, I had to ___ when I hang loosely or laxly. Choices: [loll, play, jump].",
18,lout,n,an awkward stupid person,"lout, clod, stumblebum, goon, oaf, lubber, lummox, lump, gawk","boor, savage, clod, barbarian, lout, stupid",Think of 'lout' as 'lou' to help remember it means an awkward stupid person.,The word 'lout' is a thing: it means an awkward stupid person.,"Yesterday, I had to ___ when I an awkward stupid person. Choices: [lout, play, jump].",
18,luxuriant,adj,marked by complexity and richness of detail,"elaborate, luxuriant","profuse, plentiful, abundant, shaggy, abundant, superior",Think of 'luxuriant' as 'lux' to help remember it means marked by complexity and richness of detail.,My toy is very 'luxuriant' because it is marked by complexity and richness of detail.,"Yesterday, I had to ___ when I marked by complexity and richness of detail. Choices: [luxuriant, play, jump].",
18,magnanimous,adj,noble and generous in spirit,"greathearted, magnanimous","giving, unselfish, recognizing, kind, generous, abundant",Think of 'magnanimous' as 'mag' to help remember it means noble and generous in spirit.,My toy is very 'magnanimous' because it is noble and generous in spirit.,"Yesterday, I had to ___ when I noble and generous in spirit. Choices: [magnanimous, play, jump].",
18,malfeasance,n,wrongful conduct by a public official,malfeasance,"dishonesty, offense, blame, blame, bias, evil",Think of 'malfeasance' as 'mal' to help remember it means wrongful conduct by a public official.,The word 'malfeasance' is a thing: it means wrongful conduct by a public official.,"Yesterday, I had to ___ when I wrongful conduct by a public official. Choices: [malfeasance, play, jump].",
18,maniacal,adj,wildly disordered,"maniacal, maniac",,Think of 'maniacal' as 'man' to help remember it means wildly disordered.,My toy is very 'maniacal' because it is wildly disordered.,"Yesterday, I had to ___ when I wildly disordered. Choices: [maniacal, play, jump].",
18,martinet,n,someone who demands exact conformity to rules and forms,"martinet, disciplinarian, moralist","disciplinarian, ruler, enforcer, tyrant, dictator",Think of 'martinet' as 'mar' to help remember it means someone who demands exact conformity to rules and forms.,The word 'martinet' is a thing: it means someone who demands exact conformity to rules and forms.,"Yesterday, I had to ___ when I someone who demands exact conformity to rules and forms. Choices: [martinet, play, jump].",
18,matriarch,n,a female head of a family or tribe,"matriarch, materfamilias","ruler, family predecessor, woman, mother, female",Think of 'matriarch' as 'mat' to help remember it means a female head of a family or tribe.,The word 'matriarch' is a thing: it means a female head of a family or tribe.,"Yesterday, I had to ___ when I a female head of a family or tribe. Choices: [matriarch, play, jump].",
18,maudlin,adj,effusively or insincerely emotional,"bathetic, drippy, hokey, maudlin, mawkish, kitschy, mushy, schmaltzy, schmalzy, sentimental, soppy, soupy, slushy","overemotional, sentimental, romantic, sentimental, foolish, emotional",Think of 'maudlin' as 'mau' to help remember it means effusively or insincerely emotional.,My toy is very 'maudlin' because it is effusively or insincerely emotional.,"Yesterday, I had to ___ when I effusively or insincerely emotional. Choices: [maudlin, play, jump].",
18,melodious,adj,having a musical sound; especially a pleasing tune,"tuneful, melodious","harmonious, pleasing to the ear, friendly, musical, musical, mature",Think of 'melodious' as 'mel' to help remember it means having a musical sound; especially a pleasing tune.,My toy is very 'melodious' because it is having a musical sound; especially a pleasing tune.,"Yesterday, I had to ___ when I having a musical sound; especially a pleasing tune. Choices: [melodious, play, jump].",
18,membranous,,Synonyms:,More Synonyms: blurry,blurry,Think of 'membranous' as 'mem' to help remember it means Synonyms:.,I will use the word 'membranous' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [membranous, play, jump].",
18,menial,adj,used of unskilled work (especially domestic work),"humble, menial, lowly","lowly, vulgar, slave, work, poor, lowly",Think of 'menial' as 'men' to help remember it means used of unskilled work (especially domestic work).,My toy is very 'menial' because it is used of unskilled work (especially domestic work).,"Yesterday, I had to ___ when I used of unskilled work (especially domestic work). Choices: [menial, play, jump].",
18,merriment,n,a gay feeling,"gaiety, merriment","amusement, entertaining, commemoration, happiness, amusement, celebration",Think of 'merriment' as 'mer' to help remember it means a gay feeling.,The word 'merriment' is a thing: it means a gay feeling.,"Yesterday, I had to ___ when I a gay feeling. Choices: [merriment, play, jump].",
18,metaphoric,,Synonyms:,"More Synonyms: figurative, symbolic, explanatory","figurative, symbolic, explanatory",Think of 'metaphoric' as 'met' to help remember it means Synonyms:.,I will use the word 'metaphoric' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [metaphoric, play, jump].",
18,miff,,Synonyms:,"More Synonyms: annoy, upset, madden, irritate, debate, argument","annoy, upset, madden, irritate, debate, argument",Think of 'miff' as 'mif' to help remember it means Synonyms:.,I will use the word 'miff' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [miff, play, jump].",
18,mimicry,,,,,Think of 'mimicry' as 'mim' to help remember it means nan.,I will use the word 'mimicry' in a sentence: It is nan.,"Yesterday, I had to ___ when I nan. Choices: [mimicry, play, jump].",
18,misanthrope,n,someone who dislikes people in general,"misanthrope, misanthropist","hater, nonbeliever, loner, hoarder, woman-hater, pessimist",Think of 'misanthrope' as 'mis' to help remember it means someone who dislikes people in general.,The word 'misanthrope' is a thing: it means someone who dislikes people in general.,"Yesterday, I had to ___ when I someone who dislikes people in general. Choices: [misanthrope, play, jump].",
18,misconstrue,v,interpret in the wrong way,"misconstrue, misinterpret, misconceive, misunderstand, misapprehend, be amiss","pervert, blunder, falsify, slip up, err, err",Think of 'misconstrue' as 'mis' to help remember it means interpret in the wrong way.,We can 'misconstrue' when we interpret in the wrong way.,"Yesterday, I had to ___ when I interpret in the wrong way. Choices: [misconstrue, play, jump].",
18,miscreant,n,a person without moral scruples,"reprobate, miscreant","evil, evildoer, bad person, vicious, guilty party, corrupt",Think of 'miscreant' as 'mis' to help remember it means a person without moral scruples.,The word 'miscreant' is a thing: it means a person without moral scruples.,"Yesterday, I had to ___ when I a person without moral scruples. Choices: [miscreant, play, jump].",
18,modicum,n,a small or moderate or token amount,modicum,"bit, particle, piece, allocation, seed, bit",Think of 'modicum' as 'mod' to help remember it means a small or moderate or token amount.,The word 'modicum' is a thing: it means a small or moderate or token amount.,"Yesterday, I had to ___ when I a small or moderate or token amount. Choices: [modicum, play, jump].",
18,morass,n,a soft wet area of low-lying land that sinks underfoot,"mire, quagmire, quag, morass, slack","mess, swamp, stalemate, wilderness, maze, swamp",Think of 'morass' as 'mor' to help remember it means a soft wet area of low-lying land that sinks underfoot.,The word 'morass' is a thing: it means a soft wet area of low-lying land that sinks underfoot.,"Yesterday, I had to ___ when I a soft wet area of low-lying land that sinks underfoot. Choices: [morass, play, jump].",
18,moribund,adj,not growing or changing; without force or vitality,"stagnant, moribund","dying, self-indulgent, failing, endure, shabby; stale",Think of 'moribund' as 'mor' to help remember it means not growing or changing; without force or vitality.,My toy is very 'moribund' because it is not growing or changing; without force or vitality.,"Yesterday, I had to ___ when I not growing or changing; without force or vitality. Choices: [moribund, play, jump].",
18,morose,adj,showing a brooding ill humor,"dark, dour, glowering, glum, moody, morose, saturnine, sour, sullen","pessimistic, hostile, crabby, crude, in a bad mood, irritable",Think of 'morose' as 'mor' to help remember it means showing a brooding ill humor.,My toy is very 'morose' because it is showing a brooding ill humor.,"Yesterday, I had to ___ when I showing a brooding ill humor. Choices: [morose, play, jump].",
18,musculature,n,the muscular system of an organism,"muscular structure, musculature, muscle system",clasp,Think of 'musculature' as 'mus' to help remember it means the muscular system of an organism.,The word 'musculature' is a thing: it means the muscular system of an organism.,"Yesterday, I had to ___ when I the muscular system of an organism. Choices: [musculature, play, jump].",
18,naivete,n,lack of sophistication or worldliness,"naivete, naivety, naiveness",,Think of 'naivete' as 'nai' to help remember it means lack of sophistication or worldliness.,The word 'naivete' is a thing: it means lack of sophistication or worldliness.,"Yesterday, I had to ___ when I lack of sophistication or worldliness. Choices: [naivete, play, jump].",
18,naivete,,,,,Think of 'naivete' as 'nai' to help remember it means nan.,I will use the word 'naivete' in a sentence: It is nan.,"Yesterday, I had to ___ when I nan. Choices: [naivete, play, jump].",
18,naysayer,,Synonyms:,More Synonyms: pessimist,pessimist,Think of 'naysayer' as 'nay' to help remember it means Synonyms:.,I will use the word 'naysayer' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [naysayer, play, jump].",
18,nebulous,adj,lacking definite form or limits,"cloudy, nebulose, nebulous","confused, unshaped, haz, not light, hazy, disorganized",Think of 'nebulous' as 'neb' to help remember it means lacking definite form or limits.,My toy is very 'nebulous' because it is lacking definite form or limits.,"Yesterday, I had to ___ when I lacking definite form or limits. Choices: [nebulous, play, jump].",
18,neologism,n,a newly invented word or phrase,"neologism, neology, coinage","new word, dialect, invented word, dialect",Think of 'neologism' as 'neo' to help remember it means a newly invented word or phrase.,The word 'neologism' is a thing: it means a newly invented word or phrase.,"Yesterday, I had to ___ when I a newly invented word or phrase. Choices: [neologism, play, jump].",
18,nepotism,n,favoritism shown to relatives or close friends by those in power (as by giving them jobs),nepotism,"favoritism, dishonesty, bias",Think of 'nepotism' as 'nep' to help remember it means favoritism shown to relatives or close friends by those in power (as by giving them jobs).,The word 'nepotism' is a thing: it means favoritism shown to relatives or close friends by those in power (as by giving them jobs).,"Yesterday, I had to ___ when I favoritism shown to relatives or close friends by those in power (as by giving them jobs). Choices: [nepotism, play, jump].",
18,nicety,n,conformity with some esthetic standard of correctness or propriety,"justness, rightness, nicety","fine point, carefulness, formality, feature, differentiation, beauty",Think of 'nicety' as 'nic' to help remember it means conformity with some esthetic standard of correctness or propriety.,The word 'nicety' is a thing: it means conformity with some esthetic standard of correctness or propriety.,"Yesterday, I had to ___ when I conformity with some esthetic standard of correctness or propriety. Choices: [nicety, play, jump].",
18,nihilist,n,someone who rejects all theories of morality or religious belief,nihilist,"insurgent, revolutionary, malcontent, unbeliever",Think of 'nihilist' as 'nih' to help remember it means someone who rejects all theories of morality or religious belief.,The word 'nihilist' is a thing: it means someone who rejects all theories of morality or religious belief.,"Yesterday, I had to ___ when I someone who rejects all theories of morality or religious belief. Choices: [nihilist, play, jump].",
18,nonchalant,adj,marked by blithe unconcern,"casual, insouciant, nonchalant","easygoing, buoyant, inattentive, artless, composed, calm",Think of 'nonchalant' as 'non' to help remember it means marked by blithe unconcern.,My toy is very 'nonchalant' because it is marked by blithe unconcern.,"Yesterday, I had to ___ when I marked by blithe unconcern. Choices: [nonchalant, play, jump].",
18,nonconformity,n,lack of harmony or correspondence,nonconformity,"dissent, difference, distinctness, disagreement, difference, bizarreness",Think of 'nonconformity' as 'non' to help remember it means lack of harmony or correspondence.,The word 'nonconformity' is a thing: it means lack of harmony or correspondence.,"Yesterday, I had to ___ when I lack of harmony or correspondence. Choices: [nonconformity, play, jump].",
18,nondescript,adj,lacking distinct or individual characteristics; dull and uninteresting,"characterless, nondescript",,Think of 'nondescript' as 'non' to help remember it means lacking distinct or individual characteristics; dull and uninteresting.,My toy is very 'nondescript' because it is lacking distinct or individual characteristics; dull and uninteresting.,"Yesterday, I had to ___ when I lacking distinct or individual characteristics; dull and uninteresting. Choices: [nondescript, play, jump].",
18,obsequious,adj,attempting to win favor from influential people by flattery,"bootlicking, fawning, obsequious, sycophantic, toadyish","fawning, contented, respectful, ingratiate, deferential, meek",Think of 'obsequious' as 'obs' to help remember it means attempting to win favor from influential people by flattery.,My toy is very 'obsequious' because it is attempting to win favor from influential people by flattery.,"Yesterday, I had to ___ when I attempting to win favor from influential people by flattery. Choices: [obsequious, play, jump].",
18,obtrusive,adj,undesirably noticeable,"obtrusive, noticeable","pushy, obvious, deafening, vulgar, nosy, adventurous",Think of 'obtrusive' as 'obt' to help remember it means undesirably noticeable.,My toy is very 'obtrusive' because it is undesirably noticeable.,"Yesterday, I had to ___ when I undesirably noticeable. Choices: [obtrusive, play, jump].",
18,offhand,adv,without previous thought or preparation,"offhand, offhanded, offhandedly","careless, extemporaneous, at one's pleasure, chance, nonchalant, nonchalant",Think of 'offhand' as 'off' to help remember it means without previous thought or preparation.,He runs 'offhand' which means he runs without previous thought or preparation.,"Yesterday, I had to ___ when I without previous thought or preparation. Choices: [offhand, play, jump].",
18,opalescent,adj,having a play of lustrous rainbow colors,"iridescent, nacreous, opalescent, opaline, pearlescent","blurry, rainbow-colored, cloudy",Think of 'opalescent' as 'opa' to help remember it means having a play of lustrous rainbow colors.,My toy is very 'opalescent' because it is having a play of lustrous rainbow colors.,"Yesterday, I had to ___ when I having a play of lustrous rainbow colors. Choices: [opalescent, play, jump].",
18,ostentatious,adj,intended to attract notice and impress others,"ostentatious, pretentious","flashy, changed, obvious, pompous, contemporary, intricate",Think of 'ostentatious' as 'ost' to help remember it means intended to attract notice and impress others.,My toy is very 'ostentatious' because it is intended to attract notice and impress others.,"Yesterday, I had to ___ when I intended to attract notice and impress others. Choices: [ostentatious, play, jump].",
18,ostracize,v,expel from a community or group,"banish, ban, ostracize, ostracise, shun, cast out, blackball","banish, expel, prohibit, expel from group, ban, ban",Think of 'ostracize' as 'ost' to help remember it means expel from a community or group.,We can 'ostracize' when we expel from a community or group.,"Yesterday, I had to ___ when I expel from a community or group. Choices: [ostracize, play, jump].",
18,outmoded,v,"make unfashionable, outdated, or obsolete",outmode,"obsolete, old, obsolete, old, out-of-date, old-fashioned","Think of 'outmoded' as 'out' to help remember it means make unfashionable, outdated, or obsolete.","We can 'outmoded' when we make unfashionable, outdated, or obsolete.","Yesterday, I had to ___ when I make unfashionable, outdated, or obsolete. Choices: [outmoded, play, jump].",
18,overemphasize,v,place special or excessive emphasis on,"overemphasize, overemphasise, overstress","exaggerate, overstate, exaggerate, dramatize, exaggerate",Think of 'overemphasize' as 'ove' to help remember it means place special or excessive emphasis on.,We can 'overemphasize' when we place special or excessive emphasis on.,"Yesterday, I had to ___ when I place special or excessive emphasis on. Choices: [overemphasize, play, jump].",
18,pallid,adj,abnormally deficient in color as suggesting physical or emotional distress,"pale, pallid, wan","pale, pale, gray, pale, corpselike, ghastly",Think of 'pallid' as 'pal' to help remember it means abnormally deficient in color as suggesting physical or emotional distress.,My toy is very 'pallid' because it is abnormally deficient in color as suggesting physical or emotional distress.,"Yesterday, I had to ___ when I abnormally deficient in color as suggesting physical or emotional distress. Choices: [pallid, play, jump].",
18,parsimony,n,extreme care in spending money; reluctance to spend money unnecessarily,,,Think of 'parsimony' as 'par' to help remember it means extreme care in spending money; reluctance to spend money unnecessarily.,The word 'parsimony' is a thing: it means extreme care in spending money; reluctance to spend money unnecessarily.,"Yesterday, I had to ___ when I extreme care in spending money; reluctance to spend money unnecessarily. Choices: [parsimony, play, jump].",
18,pedant,n,a person who pays more attention to formal rules and book learning than they merit,"pedant, bookworm, scholastic",,Think of 'pedant' as 'ped' to help remember it means a person who pays more attention to formal rules and book learning than they merit.,The word 'pedant' is a thing: it means a person who pays more attention to formal rules and book learning than they merit.,"Yesterday, I had to ___ when I a person who pays more attention to formal rules and book learning than they merit. Choices: [pedant, play, jump].",
18,pejorative,adj,expressing disapproval,"dyslogistic, dislogistic, pejorative","belittling, belittlement, detrimental, derogatory, hateful",Think of 'pejorative' as 'pej' to help remember it means expressing disapproval.,My toy is very 'pejorative' because it is expressing disapproval.,"Yesterday, I had to ___ when I expressing disapproval. Choices: [pejorative, play, jump].",
18,penitent,n,(Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor),penitent,"shamed, remorseful, regretting, regretful, forgiven child, sorry",Think of 'penitent' as 'pen' to help remember it means (Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor).,The word 'penitent' is a thing: it means (Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor).,"Yesterday, I had to ___ when I (Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor). Choices: [penitent, play, jump].",
18,perfidy,n,betrayal of a trust,"perfidy, perfidiousness, treachery","disloyalty, collusion, abandonment, lying, unfaithfulness, betrayal",Think of 'perfidy' as 'per' to help remember it means betrayal of a trust.,The word 'perfidy' is a thing: it means betrayal of a trust.,"Yesterday, I had to ___ when I betrayal of a trust. Choices: [perfidy, play, jump].",
18,perfunctory,adj,hasty and without attention to detail; not thorough,"casual, cursory, passing, perfunctory","automatic, habitual, inattentive, nonchalant, casual, uninvolved",Think of 'perfunctory' as 'per' to help remember it means hasty and without attention to detail; not thorough.,My toy is very 'perfunctory' because it is hasty and without attention to detail; not thorough.,"Yesterday, I had to ___ when I hasty and without attention to detail; not thorough. Choices: [perfunctory, play, jump].",
18,personification,n,a person who represents an abstract quality,personification,"portrayal, representation, playacting, example, exaggeration, comparison",Think of 'personification' as 'per' to help remember it means a person who represents an abstract quality.,The word 'personification' is a thing: it means a person who represents an abstract quality.,"Yesterday, I had to ___ when I a person who represents an abstract quality. Choices: [personification, play, jump].",
18,petulant,adj,easily irritated or annoyed,"cranky, fractious, irritable, nettlesome, peevish, peckish, pettish, petulant, scratchy, testy, tetchy, techy","moody, nastiness, crabby, critical, quarrelsome, in a bad mood",Think of 'petulant' as 'pet' to help remember it means easily irritated or annoyed.,My toy is very 'petulant' because it is easily irritated or annoyed.,"Yesterday, I had to ___ when I easily irritated or annoyed. Choices: [petulant, play, jump].",
18,phobic,adj,suffering from irrational fears,phobic,"fearful, alarmed",Think of 'phobic' as 'pho' to help remember it means suffering from irrational fears.,My toy is very 'phobic' because it is suffering from irrational fears.,"Yesterday, I had to ___ when I suffering from irrational fears. Choices: [phobic, play, jump].",
18,piebald,,,,,Think of 'piebald' as 'pie' to help remember it means nan.,I will use the word 'piebald' in a sentence: It is nan.,"Yesterday, I had to ___ when I nan. Choices: [piebald, play, jump].",
18,pilfer,v,make off with belongings of others,"pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, sneak, filch, nobble, lift","steal, steal, appropriate, cheat, steal, steal",Think of 'pilfer' as 'pil' to help remember it means make off with belongings of others.,We can 'pilfer' when we make off with belongings of others.,"Yesterday, I had to ___ when I make off with belongings of others. Choices: [pilfer, play, jump].",
18,pittance,n,an inadequate payment,pittance,"rationing, small amount of money, small sum of money, allocation, gift, small amount",Think of 'pittance' as 'pit' to help remember it means an inadequate payment.,The word 'pittance' is a thing: it means an inadequate payment.,"Yesterday, I had to ___ when I an inadequate payment. Choices: [pittance, play, jump].",
18,placate,v,cause to be more favorably inclined; gain the good will of,"pacify, lenify, conciliate, assuage, appease, mollify, placate, gentle, gruntle","soothe, satisfy, settle, soothe, quiet, calm",Think of 'placate' as 'pla' to help remember it means cause to be more favorably inclined; gain the good will of.,We can 'placate' when we cause to be more favorably inclined; gain the good will of.,"Yesterday, I had to ___ when I cause to be more favorably inclined; gain the good will of. Choices: [placate, play, jump].",
18,plaintive,adj,expressing sorrow,"mournful, plaintive","pathetic, discontented, depressing, miserable, crabby, miserable",Think of 'plaintive' as 'pla' to help remember it means expressing sorrow.,My toy is very 'plaintive' because it is expressing sorrow.,"Yesterday, I had to ___ when I expressing sorrow. Choices: [plaintive, play, jump].",
18,platitude,n,a trite or obvious remark,"platitude, cliche, banality, commonplace, bromide","triviality, saying, hypocrisy, overused, hackneyed phrase, phrase, clichÈ",Think of 'platitude' as 'pla' to help remember it means a trite or obvious remark.,The word 'platitude' is a thing: it means a trite or obvious remark.,"Yesterday, I had to ___ when I a trite or obvious remark. Choices: [platitude, play, jump].",
